anime_id,name,genre,type,episodes,rating,members
33433,shuumatsu no izetta,"action, historical, military",TV,12,7.12,74026
2604,sky girls,"mecha, military, scifi",TV,26,7.13,17115
12321,thermae romae,"comedy, historical, seinen",TV,3,7.13,13444
6941,toriko jump super anime tour 2009 special,"action, adventure, comedy, shounen, super power",Special,1,7.13,4650
961,virtua fighter,"action, adventure, comedy, martial arts, shounen",TV,35,7.13,3875
4773,yamato takeru,"action, adventure, fantasy, magic, mecha, scifi, shounen, space",TV,37,7.13,883
4094,batman gotham knight,"action, adventure, martial arts",OVA,6,7.12,15958
7366,"boku no chikyuu wo mamotte alice kara, rinkun e","drama, romance, scifi, shoujo",Movie,1,7.12,880
2124,code geass hangyaku no lelouch recaps,"action, mecha, military, school, super power",Special,2,7.12,23194
15037,corpse party tortured souls  bougyakusareta tamashii no jukyou,"horror, mystery",OVA,4,7.12,126699
5071,croket,"action, adventure, comedy, fantasy",TV,52,7.12,310
10418,deadman wonderland ova,"action, horror, scifi",OVA,1,7.12,78878
3561,dennou boukenki webdiver,"adventure, mecha, scifi, shounen",TV,52,7.12,876
30988,futsuu no joshikousei ga locodol yattemita ova,"comedy, seinen",OVA,2,7.12,4122
507,gravitation lyrics of love,"comedy, romance, shoujo, shounen ai",OVA,2,7.12,22015
24457,houkago no oujisama,"comedy, school, shounen, sports",Special,5,7.13,1199
18097,inazuma eleven go galaxy,"shounen, sports, super power",TV,43,7.11,9258
358,"iriya no sora, ufo no natsu","drama, romance, scifi",OVA,6,7.12,18254
9041,is infinite stratos,"action, comedy, harem, mecha, scifi",TV,12,7.12,254543
10794,is infinite stratos encore  koi ni kogareru rokujuusou,"action, comedy, harem, mecha, scifi",OVA,1,7.12,56577
4082,kaibutsu oujo konsui oujo,"comedy, horror, supernatural",Special,1,7.12,7362
33490,kaitou joker 4th season,"adventure, comedy, mystery, shounen",TV,Unknown,7.12,1178
968,kakutou bijin wulong rebirth,"action, comedy, martial arts, school, shounen",TV,25,7.12,1895
20039,kill me baby butsuzou kegatte nise halloween,"comedy, school",OVA,1,7.12,7171
5834,kyojin no hoshi,"drama, sports",TV,182,7.12,729
30896,love live school idol project 039s next lovelive 2014  endless parade encore animation,comedy,Special,1,7.13,1733
6182,maihime,"drama, historical, romance",OVA,1,7.12,1120
1916,mobile suit gundam ms igloo apocalypse 0079,"mecha, military, scifi, space",OVA,3,7.12,7862
1137,mushrambo,"adventure, drama, fantasy, scifi, shounen",TV,32,7.12,8722
2084,ng knight ramune amp 40,"adventure, comedy, fantasy, mecha, shounen",TV,38,7.12,1056
6219,nijiiro hotaru eien no natsuyasumi,"fantasy, romance, slice of life",Movie,1,7.12,3523
32553,nisekoi ova,"comedy, harem, romance, school, shounen",OVA,2,7.12,17022
2570,ochame na futago claire gakuin monogatari,"comedy, historical, kids, school, shoujo, slice of life",TV,26,7.12,1228
15807,rokyubu tomoka no ichigo sundae,"comedy, ecchi, school, sports",OVA,1,7.12,10122
9716,rurouni kenshin review special,"action, comedy, samurai, shounen",Special,1,7.12,3323
10592,scryed alteration i tao,"action, adventure, scifi, shounen, super power",Movie,1,7.13,3108
31229,servamp,"action, comedy, drama, josei, supernatural, vampire",TV,12,7.12,73126
6344,shikabane hime kuro special,"action, adventure, drama, horror, supernatural",Special,1,7.12,9558
3332,stop hibarikun,comedy,TV,35,7.12,1355
3574,switch,"action, mystery, police",OVA,2,7.12,17871
9673,ura tegamibachi,comedy,Special,25,7.12,3326
5298,yugioh 5d039s shinkasuru kettou stardust vs red demon039s,"fantasy, game, scifi",Special,1,7.12,5176
4651,yume no crayon oukoku,"adventure, comedy, fantasy, shoujo",TV,70,7.12,686
2810,anime himitsu no hanazono,"drama, historical, kids, shoujo",TV,39,7.11,2188
659,azumanga daioh gekijou tanpen,"comedy, school, slice of life",Special,1,7.11,28941
27727,binan koukou chikyuu boueibu love,"comedy, magic, school, slice of life",TV,12,7.11,45873
9348,chibi marukochan watashi no suki na uta,"comedy, slice of life",Movie,1,7.11,401
18745,chihayafuru 2 waga mi yo ni furu nagame seshi ma ni,"comedy, josei, slice of life",OVA,1,7.11,18659
9200,dae jang geum jang geum039s dream 2,"adventure, comedy, historical",TV,26,7.11,452
1826,deltora quest,"adventure, fantasy, kids",TV,65,7.11,10591
3312,dr slump,"comedy, scifi, shounen, slice of life",TV,74,7.11,8735
903,dragon ball z movie 10 kiken na futari super senshi wa nemurenai,"action, adventure, comedy, demons, fantasy, martial arts, shounen, super power",Movie,1,7.11,54947
30925,gatchaman crowds insight inbound,"adventure, scifi",ONA,1,7.11,14786
10947,ghost in the shell stand alone complex  the laughing man  tachikoma no hibi,"comedy, mecha, scifi",Special,1,7.11,3444
32607,giarlish number,slice of life,TV,12,7.11,35072
10504,gosick recap,"historical, mystery, shounen",Special,1,7.11,8792
14653,hayate no gotoku can039t take my eyes off you,"comedy, harem, parody, shounen",TV,12,7.11,31435
6554,kawa no hikari,"adventure, kids",Special,1,7.11,806
2157,koutetsushin jeeg,"mecha, scifi",TV,13,7.11,3627
31233,lu shidai,"action, adventure, comedy, game, parody",ONA,14,7.11,1762
1421,lupin iii hemingway paper no nazo,"action, adventure, comedy, mystery, shounen",Special,1,7.11,2819
20141,lupin iii princess of the breeze  kakusareta kuuchuu toshi,"action, adventure, comedy, shounen",Special,1,7.11,2083
157,mahou sensei negima,"comedy, ecchi, fantasy, harem, magic, romance, school, shounen, super power, supernatural",TV,26,7.11,76253
796,mahoujin guru guru movie,"adventure, comedy, fantasy, magic, shounen",Movie,1,7.11,826
3837,mashin eiyuuden wataru,"adventure, comedy, mecha, scifi, shounen",TV,45,7.11,956
521,mermaid melody pichi pichi pitch,"adventure, comedy, magic, romance, shoujo",TV,52,7.11,32296
6946,mudazumo naki kaikaku the legend of koizumi,"comedy, game, parody, seinen",OVA,3,7.11,8682
10659,naruto soyokazeden movie naruto to mashin to mitsu no onegai dattebayo,"action, comedy, martial arts, shounen, super power",Movie,1,7.11,25174
3424,porphy no nagai tabi,"drama, historical, kids, slice of life",TV,52,7.11,1335
941,renkin sankyuu magical pokaan,"comedy, ecchi, magic, parody, vampire",TV,12,7.11,17273
2713,rockmanexe beast,"action, adventure, game, mecha, scifi, shounen",TV,26,7.11,3224
11487,sekiranun graffiti,music,Music,1,7.11,4014
23233,shinmai maou no testament,"action, demons, ecchi, fantasy, harem, romance",TV,12,7.11,172321
32105,sousei no onmyouji,"action, fantasy, shounen, supernatural",TV,50,7.11,128869
1857,taiyou no mokushiroku a spirit of the sun,"drama, scifi",Special,2,7.11,1433
7014,tezuka osamu no buddha akai sabaku yo utsukushiku,"drama, historical, military, supernatural",Movie,1,7.11,4812
20969,tezuka osamu no buddha owarinaki tabi,"drama, historical, supernatural",Movie,1,7.11,1468
27509,toaru majutsu no index 10th anniversary pv,"action, comedy, magic, scifi, super power",Special,1,7.11,5052
5955,toaru majutsu no indextan,"comedy, parody",Special,2,7.11,32949
3754,tongari boushi no memole,"fantasy, magic, shoujo",TV,50,7.11,1009
3072,uchuu senkan yamato kanketsuhen,"action, adventure, drama, military, scifi, space",Movie,1,7.11,1609
1514,ufo princess valkyrie 3 seiresetsu no hanayome,"comedy, magic, romance, scifi",OVA,6,7.11,4764
15933,vassalord,"action, comedy, fantasy, mystery, shounen ai, supernatural, vampire",OVA,1,7.11,15114
5342,asura cryin039,"action, mecha, supernatural",TV,13,7.1,68608
596,chobits chibits,"comedy, romance",Special,1,7.1,35513
1953,code geass hangyaku no lelouch picture drama,"comedy, school, slice of life",Special,9,7.1,33004
930,densetsu kyojin ideon,"drama, mecha, scifi, space",TV,39,7.1,5517
859,digimon savers,"adventure, comedy, drama, fantasy, shounen",TV,48,7.1,41021
3032,digimon tamers boukenshatachi no tatakai,"adventure, drama, scifi, shounen",Movie,1,7.1,12676
2630,doraemon meets hattori the ninja,"comedy, kids, scifi, shounen",Special,1,7.1,729
116,el hazard the wanderers,"adventure, comedy, fantasy, romance",TV,26,7.1,9289
18001,freezing vibration,"action, drama, ecchi, harem, martial arts, military, romance, scifi, seinen",TV,12,7.1,79298
13411,guilty crown lost christmas,"action, drama, scifi, super power",OVA,1,7.1,51604
2389,kagaku ninjatai gatchaman,"action, adventure, scifi, shounen",TV,105,7.1,4802
33740,katekyo hitman reborn x ldlive special,"shounen, super power",Special,1,7.1,4371
11355,"kono danshi, uchuujin to tatakaemasu","action, fantasy, shounen ai, super power, supernatural",OVA,1,7.1,12732
1184,lost universe,"adventure, comedy, drama, scifi, shounen, space",TV,26,7.1,9293
3484,maison ikkoku prelude  meguru haru no sakura no you ni,"comedy, drama, romance",Special,1,7.1,1672
3313,montana jones,"adventure, comedy",TV,52,7.1,784
8234,muumin,"adventure, comedy, fantasy, slice of life",TV,65,7.1,2090
1869,nana recaps,"comedy, drama, music, romance, shoujo, slice of life",Special,3,7.1,11447
525,otogizoushi,"adventure, drama, fantasy, historical",TV,26,7.1,10591
1122,pokemon advanced generation rekkuu no houmonsha deoxys,"action, adventure, comedy, fantasy, kids, scifi",Movie,1,7.1,45203
4026,pokemon diamond amp pearl giratina to sora no hanataba sheimi,"action, adventure, fantasy, kids",Movie,1,7.1,32654
6749,prince of tennis the band of princes film kick the future,"action, music",Music,1,7.1,3826
10824,ranma  doco music video,"comedy, martial arts, music, slice of life",OVA,1,7.1,1775
169,shingetsutan tsukihime,"action, horror, mystery, romance, super power, supernatural, vampire",TV,12,7.1,90713
342,starship operators,"drama, military, scifi, space",TV,13,7.1,9704
174,tenjou tenge,"action, comedy, ecchi, martial arts, school, shounen, super power",TV,24,7.1,103449
5895,tistou midori no oyayubi,"historical, magic",Movie,1,7.1,332
1128,ufo princess valkyrie 2 juunigatsu no yasoukyoku,"comedy, romance, scifi",TV,12,7.1,6249
4415,world destruction sekai bokumetsu no rokunin,"adventure, fantasy",TV,13,7.1,34732
1028,arete hime,"fantasy, magic",Movie,1,7.09,6042
33254,arslan senki tv ova,"adventure, fantasy, historical, shounen",OVA,2,7.08,9823
3620,blue seed omake,"comedy, parody",Special,14,7.09,1952
1014,chicchana yukitsukai sugar specials,"comedy, magic, shoujo, slice of life",Special,2,7.09,3902
1311,chobits recap,"comedy, drama, ecchi, romance, scifi",Special,1,7.09,29986
4646,cobra the animation the psychogun,"action, adventure, mecha, scifi, space",OVA,4,7.09,2843
5031,cobra the animation time drive,"action, adventure, scifi, space",OVA,2,7.09,2155
933,dai mahou touge,"comedy, magic, supernatural",OVA,4,7.09,19555
32494,days tv,"school, shounen, sports",TV,24,7.09,49219
7643,domokun,"comedy, kids, slice of life",TV,Unknown,7.09,1167
892,dragon ball movie 3 makafushigi daibouken,"action, adventure, comedy, fantasy, scifi, shounen, super power",Movie,1,7.09,25740
899,dragon ball z movie 06 gekitotsu 100oku power no senshitachi,"adventure, comedy, fantasy, scifi, shounen",Movie,1,7.09,55789
5072,dragonaut the resonance special,"action, mecha, romance, scifi, space",Special,1,7.09,6311
13163,furusato saisei nihon no mukashibanashi,"historical, kids, supernatural",TV,Unknown,7.09,6820
12225,galaxy angel s,"comedy, scifi",Special,1,7.09,1205
2717,ginga tetsudou monogatari eien e no bunkiten,"action, adventure, drama, scifi, space",TV,24,7.09,2072
21431,gokukoku no brynhildr,"drama, mystery, scifi, seinen",TV,13,7.09,159899
31368,grisaia no rakuen specials,ecchi,Special,5,7.09,15055
32700,heart realize,music,Music,1,7.09,1626
24261,hitsugi no chaika ova,"action, adventure, comedy, fantasy, shounen",OVA,1,7.09,20605
3807,honoo no alpenrose judy amp randy,"drama, historical, romance, shoujo",TV,20,7.09,979
3811,hoshi no oujisama petit prince,adventure,TV,39,7.09,736
10934,itsuka tenma no kuro usagi ova,"comedy, ecchi, romance, shounen, supernatural, vampire",OVA,1,7.09,13397
598,jinzou ningen kikaider the animation,"action, drama, mecha, scifi, shounen",TV,13,7.09,5881
31670,kaitou joker 3rd season,"adventure, comedy, mystery, shounen",TV,13,7.09,1880
1457,key the metal idol,"action, drama, mecha, music, scifi",OVA,15,7.09,7949
1573,kishin douji zenki,"action, comedy, drama, ecchi, fantasy, horror, magic, shounen",TV,51,7.09,5936
7593,kiss x sis tv,"comedy, ecchi, harem, romance, school, seinen",TV,12,7.09,215361
4786,kodomo no jikan recap,"comedy, ecchi, school",OVA,1,7.09,8228
17635,koitabi true tours nanto,romance,Special,6,7.09,7452
10720,korekuraide utau,music,Music,1,7.09,1395
3653,kurogane no linebarrels,"action, mecha, scifi",TV,24,7.09,30225
1435,lupin iii lupin vs fukuseiningen,"action, adventure, comedy, mystery, shounen",Movie,1,7.09,4969
3654,macademi wasshoi,"comedy, ecchi, fantasy, romance, school, supernatural",TV,12,7.09,29401
4202,mokke specials,"mystery, slice of life, supernatural",Special,2,7.09,1331
4051,net ghost pipopa,"action, adventure, comedy, kids, scifi, shounen",TV,51,7.09,913
621,night walker mayonaka no tantei,"action, comedy, horror, mystery, vampire",TV,12,7.09,11143
6884,ookami to koushinryou ii specials,fantasy,Special,2,7.09,34903
607,otogi juushi akazukin,"adventure, comedy, fantasy",TV,39,7.09,3847
3847,sekai meisaku douwa hakuchou no ouji,fantasy,Movie,1,7.09,809
1104,shinkon gattai godannar 2nd season,"comedy, ecchi, mecha, romance, scifi",TV,13,7.09,4865
5307,sora wo kakeru shoujo,"adventure, comedy, scifi, space",TV,26,7.09,17574
10821,suite precure movie torimodose kokoro ga tsunaku kiseki no melody,"fantasy, kids, magic, shoujo",Movie,1,7.09,2874
8348,tengen toppa gurren lagann parallel works 2,"mecha, music",Music,7,7.09,13361
21781,tsubasa to hotaru,"romance, school, shoujo",Special,1,7.09,6651
689,uta kata special,"drama, magic",Special,1,7.09,4385
28257,youkai watch movie 2 enma daiou to itsutsu no monogatari da nyan,"comedy, kids, supernatural",Movie,1,7.1,560
311,ace wo nerae,"drama, romance, school, shoujo, sports",TV,26,7.08,3945
3829,anne no nikki,"drama, historical",Movie,1,7.08,3159
14913,battle spirits sword eyes,"action, shounen",TV,29,7.09,987
4535,candy boy nonchalant talk of the certain twin sisters in daily life,"romance, school, shoujo ai",ONA,7,7.08,43338
21729,cardfight vanguard legion matehen,"action, adventure, demons, game, shounen",TV,33,7.08,5900
1049,cello hiki no gauche 1982,"drama, fantasy, kids, music",Movie,1,7.08,6524
32240,code geass boukoku no akito 4  nikushimi no kioku kara picture drama,"comedy, ecchi, military",Special,1,7.08,2188
3116,dash yonkurou,"action, kids, shounen, sports",TV,25,7.08,895
984,dragon ball z saiyajin zetsumetsu keikaku,"adventure, comedy, fantasy, scifi, shounen",OVA,2,7.08,21043
1631,eureka seven navigation rayout,"mecha, scifi",Special,1,7.08,8630
31056,fatekaleid liner prismaillya 2wei herz specials,"comedy, ecchi, magic",Special,5,7.08,9949
30825,gakkou no kaidan kubinashi rider shi no noroi,"horror, mystery, supernatural",Special,1,7.08,2601
5534,hai akko desu,"romance, slice of life",TV,164,7.08,296
4876,hashire melos,"action, adventure, historical",Movie,1,7.08,1932
20045,is infinite stratos 2  hitonatsu no omoide,"action, comedy, harem, mecha, scifi",OVA,1,7.08,27030
5039,kurozuka,"action, drama, historical, horror, romance, scifi, vampire",TV,12,7.08,52145
1438,lupin iii lupin ansatsu shirei,"action, adventure, comedy, shounen",Special,1,7.08,3006
2017,mermaid039s scar,"drama, fantasy, horror, mystery",OVA,1,7.08,3552
20871,nissan serena x one piece 3d mugiwara chase  sennyuu sauzando saniigou,"comedy, fantasy, shounen",Special,1,7.08,5123
162,pita ten,"comedy, fantasy, kids, romance, school, shounen",TV,26,7.08,16047
21027,saibi,"drama, psychological, thriller",Movie,1,7.08,1747
3751,sekai meisaku douwa mori wa ikiteiru,"fantasy, kids",Movie,1,7.08,926
8767,shin tenchi muyou specials,"comedy, romance, scifi, shounen",Special,6,7.08,2233
30375,starmyu,"music, school, slice of life",TV,12,7.08,21032
33033,starmyu ova,"music, school, slice of life",OVA,2,7.08,2447
1584,stratos 4 advance kanketsuhen,"comedy, military, scifi",OVA,2,7.08,1876
1568,sumomomo momomo chijou saikyou no yome,"comedy, martial arts, romance",TV,22,7.08,31385
3419,sumomomo momomo chijou saikyou no yome specials,"comedy, ecchi, martial arts, romance",Special,2,7.08,7082
2491,touch sebangou no nai ace,"drama, romance, sports",Movie,1,7.08,1109
1925,urusei yatsura movie 6 itsudatte my darling,"action, adventure, comedy, drama, romance, scifi",Movie,1,7.08,2553
1843,yomigaeru sora rescue wings special,"drama, military, seinen",Special,1,7.08,1843
9331,yumekui merry,"action, shounen, supernatural",TV,13,7.08,89183
2706,bakusou kyoudai let039s amp go wgp,"cars, shounen, sports",TV,51,7.07,2378
579,battle programmer shirase,"comedy, ecchi, scifi",TV,15,7.07,22292
11285,blackrock shooter tv,"action, drama, school, slice of life",TV,8,7.07,198991
3407,blassreiter,"action, scifi",TV,24,7.07,55444
31105,buddy complex daremo shiranai ashita e,"action, mecha, scifi",ONA,1,7.07,987
31196,cardfight vanguard g girs crisishen,"action, game, shounen",TV,26,7.07,3060
12255,carnival phantasm illyajou,"comedy, parody",Special,1,7.07,19277
8358,crayon shinchan movie 01 action kamen vs haigure maou,"comedy, ecchi, kids, school, shounen, slice of life",Movie,1,7.07,1999
8360,crayon shinchan movie 06 dengeki buta no hizume daisakusen,"comedy, ecchi, kids, school, shounen, slice of life",Movie,1,7.07,1346
10017,dragon ball super saiyajin zetsumetsu keikaku,"adventure, fantasy, martial arts, scifi, shounen, super power",OVA,1,7.07,15280
127,gate keepers,"action, comedy, fantasy, mecha, scifi, shounen",TV,24,7.07,14582
2165,gegege no kitarou 2007,"comedy, fantasy, horror",TV,100,7.07,1656
3579,getter robo,"action, mecha, scifi, shounen",TV,51,7.07,2938
10950,ghost in the shell stand alone complex  solid state society 3d  tachikoma no hibi,"comedy, mecha, scifi",Special,3,7.07,3121
5217,goal fh field hunter,"action, sports",TV,39,7.07,737
30533,gundam build fighters try island wars,"action, mecha, scifi",OVA,1,7.07,3569
25087,ie naki ko remi specials 2001,"adventure, drama, slice of life",Special,2,7.07,313
4205,kimikiss pure rouge special,"romance, school",Special,1,7.07,9144
6293,koukou butouden crows,"action, school, shounen",OVA,2,7.07,1509
4078,kyou no 5 no 2 kagai jugyou mizukake,"comedy, ecchi, school, seinen",Special,1,7.07,4623
1399,macross 7 encore,"action, comedy, drama, mecha, music, scifi, shounen",OVA,3,7.07,5616
632,mahoromatic end year special,"comedy, ecchi, military, romance, scifi",Special,1,7.07,4783
2751,miyori no mori,"drama, fantasy, slice of life",Special,1,7.07,6273
31138,overlord ple ple pleiades,"action, comedy, fantasy, magic",Special,8,7.07,25625
6902,saikyou bushouden sangoku engi,historical,TV,52,7.07,1363
1260,saint seiya saishuu seisen no senshitachi,"adventure, scifi, shounen",Movie,1,7.07,8217
5203,shin maple town monogatari palm townhen,"fantasy, slice of life",TV,44,7.07,589
4810,shinzou ningen casshern,action,TV,35,7.07,2822
2415,super fishing grander musashi,"adventure, sports",TV,25,7.07,1920
1208,tatsu no ko tarou,"adventure, demons, fantasy, historical",Movie,1,7.07,1850
2097,tokumu sentai shinesman,"action, comedy, scifi",OVA,2,7.07,1588
9874,touhou niji sousaku doujin anime musou kakyou,"fantasy, magic",OVA,2,7.07,18305
1892,yat anshin uchuu ryokou 2,"adventure, comedy, scifi, shounen",TV,25,7.07,486
15489,yugioh zexal second,"action, fantasy, game, shounen",TV,73,7.07,11293
18677,yuusha ni narenakatta ore wa shibushibu shuushoku wo ketsui shimashita,"comedy, ecchi, fantasy, romance",TV,12,7.07,115338
7669,quotbungaku shoujoquot kyou no oyatsu hatsukoi,"comedy, fantasy, school",OVA,1,7.06,14351
873,hackroots,"adventure, drama, fantasy, game, scifi",TV,26,7.06,50480
9776,achannel,"comedy, school, seinen, slice of life",TV,12,7.06,58564
8,beet the vandel buster,"adventure, fantasy, shounen, supernatural",TV,52,7.06,9848
13145,cardfight vanguard asia circuithen,"action, adventure, demons, game, shounen",TV,39,7.06,11031
30903,children record,music,Music,2,7.06,745
16512,devil survivor 2 the animation,"action, demons, supernatural",TV,13,7.06,101266
1151,dominion,"comedy, mecha, police, scifi",OVA,4,7.06,7850
9314,fractale,"adventure, fantasy, scifi",TV,11,7.06,55100
11809,gdgd fairies,comedy,TV,12,7.06,2284
5688,gegege no kitarou 1968,"adventure, comedy, fantasy, horror, supernatural",TV,65,7.06,1276
2916,genki bakuhatsu ganbaruger,"mecha, shounen",TV,47,7.06,367
456,gokujou seitokai,"comedy, school, slice of life",TV,26,7.06,12234
1180,hyper police,"action, comedy, police, romance, scifi",TV,25,7.06,4973
10191,katte ni kaizou,"comedy, parody, school, scifi, shounen",OVA,6,7.06,19904
1637,kaze to ki no uta sanctus sei naru kana,"drama, historical, romance, shoujo, shounen ai",OVA,1,7.06,6105
3281,kinnikuman kinnikusei oui soudatsuhen,"action, comedy, shounen, sports",TV,46,7.06,676
3019,lupin iii kiri no elusive,"action, adventure, comedy, shounen",Special,1,7.06,2693
673,maihime specials,comedy,Special,27,7.06,9210
9712,mariaholic alive,"comedy, parody, school, shoujo ai",TV,12,7.06,40502
32534,monkey king hero is back,"adventure, fantasy, historical, martial arts, supernatural",Movie,1,7.08,499
16910,namiuchigiwa no muromisan,"comedy, fantasy, slice of life",TV,13,7.06,25564
12119,natsuiro kiseki,"school, slice of life, supernatural",TV,12,7.06,26883
1152,new dominion tank police,"comedy, mecha, police, scifi, shounen",OVA,6,7.06,5062
32468,nirvana,music,Music,1,7.06,1760
25099,ore ga ojousama gakkou ni quotshomin samplequot toshite getssareta ken,"comedy, ecchi, harem, romance, school",TV,12,7.06,77774
12281,rinne no lagrange season 2,"action, comedy, mecha, scifi",TV,12,7.06,19427
1710,rockmanexe,"action, adventure, comedy, game, mecha, scifi, shounen",TV,56,7.06,19212
12223,scryed alteration ii quan,"action, adventure, scifi, shounen, super power",Movie,1,7.06,2438
31374,shingeki kyojin chuugakkou,"comedy, parody, school, shounen",TV,12,7.06,52928
32409,shinmai maou no testament burst specials,"comedy, demons, ecchi",Special,5,7.06,3495
10014,shouwa monogatari,"drama, historical",TV,13,7.06,3563
3174,sola specials,"comedy, romance, slice of life, supernatural",Special,2,7.06,12223
21409,the idolmster cinderella girls 2nd anniversary pv,music,Music,1,7.06,2408
1897,zettai muteki raijinoh,"adventure, mecha, school, scifi, shounen",TV,51,7.06,592
308,zettai shounen,"drama, fantasy, mystery, scifi, shounen",TV,26,7.06,11165
2404,zombieloan,"action, horror, shounen, supernatural",TV,11,7.06,93637
10737,achannel achannel,"comedy, school, seinen, slice of life",Special,11,7.05,12631
8285,ai no senshi rainbowman,"action, adventure, mecha, scifi",TV,22,7.05,524
1798,animation seisaku shinkou kuromichan 2,"comedy, drama, parody",OVA,1,7.05,3841
834,bleach the sealed sword frenzy,"adventure, comedy, drama, fantasy, shounen, supernatural",Special,1,7.05,73241
2692,cb chara go nagai world,"action, comedy, parody",OVA,3,7.05,989
1844,clamp gakuen tanteidan,"action, comedy, mystery",TV,26,7.05,7830
8728,code geass hangyaku no lelouch  kiseki no birthday picture drama,"school, supernatural",Special,1,7.05,18422
2172,crayon shinchan movie 15 arashi wo yobu utau ketsu dake bakudan,"comedy, ecchi, kids, school",Movie,1,7.05,1051
2595,dcii da capo ii,"drama, ecchi, romance, school",TV,13,7.05,25225
502,dragon ball movie 1 shen long no densetsu,"action, adventure, comedy, fantasy, shounen, super power",Movie,1,7.05,30279
22695,dragon ball z summer vacation special,"action, adventure, comedy, fantasy, martial arts, shounen, super power",Special,1,7.05,4251
870,dragon half,"comedy, fantasy, parody",OVA,2,7.05,11596
1465,hakaima sadamitsu,"action, mecha, school, scifi, seinen",TV,10,7.05,3300
2749,heisei inu monogatari bow,"adventure, comedy",TV,40,7.05,428
811,i039039s pure,"comedy, drama, ecchi, romance, school",OVA,6,7.05,17276
4935,ikkyuusan,"comedy, historical, kids",TV,296,7.05,720
6566,it039s a rumic world 50th anniversary weeklyshonen sunday,"comedy, scifi",Special,1,7.05,2087
143,kannazuki no miko,"drama, magic, mecha, romance, shoujo ai, shounen, supernatural",TV,12,7.05,42927
3318,kimi ga nozomu eien next season,"drama, romance",OVA,4,7.05,21064
5235,live on cardliver kakeru,"fantasy, game",TV,51,7.05,528
1400,macross 7 movie ginga ga ore wo yondeiru,"action, adventure, comedy, drama, mecha, music, scifi, shounen",Movie,1,7.05,5270
4807,mashin eiyuuden wataru 2,"adventure, comedy, mecha",TV,46,7.05,492
2573,minami no niji no lucy,"adventure, drama, slice of life",TV,50,7.05,742
196,onegaitwins,"comedy, drama, harem, school, scifi",TV,12,7.05,59164
19845,ore no imouto ga konnani kawaii wake ga nai sd chara ni yoru short movie,comedy,Special,13,7.05,6311
31231,pokemon the movie xyampz volcanion to karakuri no magiana,"adventure, fantasy, kids",Movie,1,7.05,3572
34325,pokemon xyampz specials,"action, adventure, comedy, fantasy, kids",Special,2,7.05,1454
1119,pokemon celebi toki wo koeta deai,"adventure, comedy, drama, fantasy, kids",Movie,1,7.05,58359
1553,queen emeraldas,"action, adventure, scifi",OVA,4,7.05,3279
1489,renkin sankyuu magical pokaan specials,"comedy, ecchi, magic, parody, vampire",Special,3,7.05,4684
10572,rokyubu,"comedy, ecchi, school, sports",TV,12,7.05,46940
1256,saint seiya jashin eris,"adventure, scifi, shounen",Movie,1,7.05,10277
789,shinigami no ballad,"drama, fantasy, psychological, supernatural",TV,6,7.05,32297
14617,stranger mukou hadan pilot,"action, adventure, historical, samurai, seinen",Special,1,7.05,4741
24133,taimadou gakuen 35 shiken shoutai,"action, ecchi, fantasy, harem, military, romance, supernatural",TV,12,7.05,99133
10923,tantei opera milky holmes summer special,"comedy, mystery, super power",Special,1,7.05,5050
15673,tell your world,music,Music,1,7.05,2630
1720,to heart 2 ova,"comedy, drama, harem, romance, school",OVA,3,7.05,4754
30547,touhou niji sousaku doujin anime musou kakyou special,"fantasy, magic",OVA,1,7.05,2540
26453,tribe cool crew,"music, school",TV,50,7.05,3334
5992,tsuyoshi shikkari shinasai,"comedy, drama, romance, school, shounen, slice of life",TV,112,7.05,550
2006,yugioh 1999,"adventure, comedy, fantasy, game, shounen",Movie,1,7.05,26934
303,aa megamisama chichaitte koto wa benri da ne,"comedy, magic, supernatural",TV,48,7.04,15937
3266,ai yori aoshi enishi  miyuki,"comedy, drama, romance",Special,1,7.04,12647
3359,amatsuki,"action, fantasy, historical, shoujo, supernatural",TV,13,7.04,41920
280,animal yokochou,"adventure, comedy, fantasy, shoujo",TV,51,7.04,1511
1797,animation seisaku shinkou kuromichan,"comedy, drama, parody",OVA,1,7.04,5794
5116,candy boy episode ex01  mirai yohouzu,"school, shoujo ai, slice of life",OVA,1,7.04,16405
27653,crayon shinchan movie 23 ora no hikkoshi monogatari  saboten daisuugeki,"comedy, kids, shounen",Movie,1,7.04,478
17827,daitoshokan no hitsujikai,"harem, romance, school",TV,12,7.04,46874
8624,digimon xros wars,"action, adventure, comedy, fantasy, shounen",TV,30,7.04,22723
28221,etotama,"action, comedy, fantasy",TV,12,7.04,36463
5155,genji monogatari sennenki,"drama, historical, romance",TV,11,7.04,8554
19261,gintama x mameshiba,"comedy, parody",Special,6,7.04,5566
18343,girls und panzer fushou  akiyama yukari no sensha kouza,"military, school",Special,6,7.04,5867
2280,hare tokidoki buta tv,comedy,TV,61,7.04,607
2999,hi no tori yamatohen,"drama, historical",OVA,1,7.04,1069
10079,hoshizora e kakaru hashi,"comedy, ecchi, harem, romance, school",TV,12,7.04,85178
21511,kantai collection kancolle,"action, military, school, scifi, slice of life",TV,12,7.04,100999
32376,kindaichi shounen no jikenbo returns 2nd season akechi keibu no jikenbo,"mystery, shounen",Special,1,7.04,625
15819,kindaichi shounen no jikenbo kuromajutsu satsujin jikenhen,"mystery, shounen",OVA,2,7.04,782
